"ID"	"adj.P.Val"	"P.Value"	"F"	"Gene.symbol"	"Gene.title"
"191227_s_at"	"4.92e-01"	"1.21e-01"	"2.33998"	"lap-1"	"Leucine aminopeptidase 1"
"186725_at"	"4.92e-01"	"1.21e-01"	"2.33914"	"dnc-6"	"Dynactin subunit 6"
"192621_s_at"	"4.92e-01"	"1.21e-01"	"2.33823"	""	""
"172057_x_at"	"4.92e-01"	"1.21e-01"	"2.33812"	"aha-1"	"Aryl hydrocarbon receptor nuclear translocator homolog"
"185487_s_at"	"4.92e-01"	"1.21e-01"	"2.33784"	"K09C4.10"	"hypothetical protein"
"174148_at"	"4.92e-01"	"1.21e-01"	"2.33781"	"C27H6.9"	"Mitochondrial genome maintenance exonuclease 1"
"193881_at"	"4.92e-01"	"1.21e-01"	"2.33777"	"clec-27"	"C-type LECtin"
"177342_at"	"4.92e-01"	"1.21e-01"	"2.33764"	"Y37E11AL.6///Y37E11AL.5"	"hypothetical protein///Protein Y37E11AL.5"
"184286_at"	"4.93e-01"	"1.21e-01"	"2.33607"	"slr-2"	"Synthetic with Lin-35/Rb"
"176746_s_at"	"4.93e-01"	"1.21e-01"	"2.33604"	"R05D3.9"	"hypothetical protein"
"189023_at"	"4.93e-01"	"1.21e-01"	"2.33562"	"W02B12.1"	"hypothetical protein"
"177355_at"	"4.93e-01"	"1.21e-01"	"2.33522"	"M142.8"	"Protein-lysine N-methyltransferase M142.8"
"185046_at"	"4.93e-01"	"1.21e-01"	"2.33403"	"F19F10.3"	"hypothetical protein"
"179574_at"	"4.93e-01"	"1.22e-01"	"2.33315"	"T04F8.7"	"hypothetical protein"
"190402_at"	"4.94e-01"	"1.22e-01"	"2.33267"	"ztf-16"	"Zinc finger putative Transcription Factor family"
"172497_x_at"	"4.94e-01"	"1.22e-01"	"2.33043"	"R12E2.15"	"hypothetical protein"
"188835_at"	"4.94e-01"	"1.22e-01"	"2.32996"	"str-7"	"Seven TM Receptor"
"174745_at"	"4.94e-01"	"1.22e-01"	"2.32972"	"sym-2"	"RNA-binding protein sym-2"
"193829_at"	"4.94e-01"	"1.22e-01"	"2.32967"	"irk-1"	"Inward rectifier potassium channel irk-1"
"175777_at"	"4.94e-01"	"1.22e-01"	"2.3296"	"flp-2"	"FMRF-Like Peptide"
"185456_at"	"4.94e-01"	"1.22e-01"	"2.32953"	"H41C03.3"	"hypothetical protein"
"176967_at"	"4.94e-01"	"1.22e-01"	"2.32941"	"gcn-1"	"GCN (yeast General Control Nondrepressible) homolog"
"173639_at"	"4.94e-01"	"1.22e-01"	"2.32916"	"C34E7.4"	"hypothetical protein"
"171882_x_at"	"4.94e-01"	"1.22e-01"	"2.32871"	"uba-1"	"UBA (human ubiquitin) related"
"188267_at"	"4.94e-01"	"1.22e-01"	"2.32854"	"gly-9"	"Probable N-acetylgalactosaminyltransferase 9"
"178265_at"	"4.94e-01"	"1.22e-01"	"2.32843"	"D2045.9"	"hypothetical protein"
"189546_s_at"	"4.94e-01"	"1.22e-01"	"2.32825"	"ceh-49"	"One cut domain family member"
"184842_at"	"4.94e-01"	"1.22e-01"	"2.32801"	"F16G10.3"	"hypothetical protein"
"172034_x_at"	"4.94e-01"	"1.22e-01"	"2.32785"	"nhr-59"	"Nuclear Hormone Receptor family"
"187550_at"	"4.94e-01"	"1.22e-01"	"2.32774"	"R07B7.12"	"Glycosyltransferase family 92 protein R07B7.12"
"187548_s_at"	"4.94e-01"	"1.22e-01"	"2.32768"	"C32D5.6"	"hypothetical protein"
"177385_at"	"4.94e-01"	"1.22e-01"	"2.32743"	"arid-1"	"ARID (AT-rich Interactive Domain-containing protein) homolog"
"176491_at"	"4.95e-01"	"1.22e-01"	"2.32694"	"eif-3.I"	"Eukaryotic Initiation Factor"
"193241_at"	"4.95e-01"	"1.22e-01"	"2.32625"	"crml-1"	"CARMIL (Capping, ARp2/3, Myosin I Linker protein) homolog"
"189752_s_at"	"4.95e-01"	"1.22e-01"	"2.32541"	"dtmk-1"	"Thymidylate kinase"
"183998_at"	"4.95e-01"	"1.23e-01"	"2.32472"	"R11F4.2"	"hypothetical protein"
"189648_at"	"4.95e-01"	"1.23e-01"	"2.32456"	"ben-1"	"hypothetical protein"
"183478_at"	"4.95e-01"	"1.23e-01"	"2.32431"	"Y48C3A.1"	"hypothetical protein"
"188392_s_at"	"4.95e-01"	"1.23e-01"	"2.32426"	"lin-35"	"hypothetical protein"
"172111_x_at"	"4.96e-01"	"1.23e-01"	"2.32313"	""	""
"182367_at"	"4.96e-01"	"1.23e-01"	"2.3228"	"K02A6.2"	"hypothetical protein"
"187594_at"	"4.96e-01"	"1.23e-01"	"2.3227"	"cnd-1"	"Neurogenic differentiation factor 1"
"177330_s_at"	"4.96e-01"	"1.23e-01"	"2.32242"	"M176.10"	"hypothetical protein"
"182922_s_at"	"4.96e-01"	"1.23e-01"	"2.32239"	"C04F12.1"	"hypothetical protein"
"188680_at"	"4.96e-01"	"1.23e-01"	"2.32189"	"taf-3"	"TAF (TBP-associated transcription factor) family"
"176029_at"	"4.96e-01"	"1.23e-01"	"2.32162"	"Y55F3C.10"	"hypothetical protein"
"186892_at"	"4.96e-01"	"1.23e-01"	"2.3214"	"clec-133"	"C-type LECtin"
"186735_s_at"	"4.96e-01"	"1.23e-01"	"2.32128"	"fzo-1"	"Transmembrane GTPase fzo-1"
"188318_at"	"4.96e-01"	"1.23e-01"	"2.32054"	"taf-11.1"	"TAF (TBP-associated transcription factor) family"
"186384_s_at"	"4.96e-01"	"1.23e-01"	"2.32051"	"Y43F11A.4///Y43F11A.1"	"hypothetical protein///hypothetical protein"
"180058_s_at"	"4.96e-01"	"1.23e-01"	"2.32046"	"C16H3.3"	"hypothetical protein"
"174847_at"	"4.96e-01"	"1.23e-01"	"2.31971"	"dcp-66"	"Deacetylase Complex Protein"
"187111_at"	"4.96e-01"	"1.23e-01"	"2.31966"	"Y55B1AL.1"	"hypothetical protein"
"175110_at"	"4.96e-01"	"1.23e-01"	"2.31961"	"C27F2.9"	"hypothetical protein"
"183961_at"	"4.96e-01"	"1.23e-01"	"2.31958"	"K05F1.5"	"hypothetical protein"
"190780_at"	"4.96e-01"	"1.23e-01"	"2.31852"	"F02C12.2"	"hypothetical protein"
"189034_at"	"4.97e-01"	"1.23e-01"	"2.31781"	"B0198.3"	"hypothetical protein"
"172301_at"	"4.97e-01"	"1.23e-01"	"2.31732"	"W01H2.2"	"hypothetical protein"
"182626_at"	"4.97e-01"	"1.23e-01"	"2.31719"	"F08F3.10"	"hypothetical protein"
"191902_s_at"	"4.97e-01"	"1.23e-01"	"2.31702"	"hpl-1"	"HP1 Like (heterochromatin protein)"
"174555_at"	"4.97e-01"	"1.23e-01"	"2.31624"	"dyci-1"	"DYnein Chain, light Intermediate"
"176515_at"	"4.97e-01"	"1.23e-01"	"2.31611"	"spsb-1"	"SPSB (SPry and Socs Box) family"
"190179_at"	"4.97e-01"	"1.23e-01"	"2.31598"	"fkh-10"	"ForKHead transcription factor family"
"190406_s_at"	"4.97e-01"	"1.24e-01"	"2.31578"	""	""
"192172_s_at"	"4.97e-01"	"1.24e-01"	"2.31575"	"EEED8.12///EEED8.4"	"Putative RNA-binding protein EEED8.12///Putative RNA-binding protein EEED8.4"
"175385_at"	"4.97e-01"	"1.24e-01"	"2.31547"	""	""
"191039_at"	"4.97e-01"	"1.24e-01"	"2.31524"	"nhr-276"	"Nuclear Hormone Receptor family"
"182324_at"	"4.97e-01"	"1.24e-01"	"2.31506"	"Y46G5A.8"	"hypothetical protein"
"175157_s_at"	"4.97e-01"	"1.24e-01"	"2.31476"	"kin-33"	"protein KINase"
"191117_at"	"4.97e-01"	"1.24e-01"	"2.31455"	"ceh-5"	"Homeobox protein ceh-5"
"177066_at"	"4.97e-01"	"1.24e-01"	"2.31413"	"Y34B4A.5///Y34B4A.9"	"hypothetical protein///hypothetical protein"
"187317_s_at"	"4.97e-01"	"1.24e-01"	"2.31384"	"copd-1"	"Probable coatomer subunit delta"
"182136_at"	"4.97e-01"	"1.24e-01"	"2.31383"	"ZK973.1"	"hypothetical protein"
"175585_at"	"4.97e-01"	"1.24e-01"	"2.31377"	"lin-10"	"Protein lin-10"
"185841_s_at"	"4.97e-01"	"1.24e-01"	"2.3133"	"let-607"	"hypothetical protein"
"175167_at"	"4.97e-01"	"1.24e-01"	"2.31292"	"C40A11.6"	"hypothetical protein"
"191762_at"	"4.97e-01"	"1.24e-01"	"2.31262"	"F55F8.7"	"Protein-tyrosine-phosphatase"
"190562_at"	"4.97e-01"	"1.24e-01"	"2.31243"	"D2045.5"	"hypothetical protein"
"185339_at"	"4.97e-01"	"1.24e-01"	"2.31209"	"irld-31"	"pseudo"
"172037_x_at"	"4.97e-01"	"1.24e-01"	"2.31184"	"cha-1"	"Protein CHA-1"
"193080_at"	"4.97e-01"	"1.24e-01"	"2.31129"	"pde-5"	"Probable 3',5'-cyclic phosphodiesterase pde-5"
"172157_x_at"	"4.97e-01"	"1.24e-01"	"2.31119"	"Y67D8C.2"	"hypothetical protein"
"193330_at"	"4.97e-01"	"1.24e-01"	"2.31096"	"srsx-19"	"Serpentine Receptor, class SX"
"192008_s_at"	"4.97e-01"	"1.24e-01"	"2.31094"	"T19D12.9"	"hypothetical protein"
"178267_at"	"4.97e-01"	"1.24e-01"	"2.31088"	"pen-2"	"Gamma-secretase subunit pen-2"
"186740_s_at"	"4.97e-01"	"1.24e-01"	"2.31067"	"thn-7///thn-5"	"pseudo///THaumatiN family"
"184605_at"	"4.97e-01"	"1.24e-01"	"2.31061"	"C01B10.8"	"hypothetical protein"
"175264_at"	"4.97e-01"	"1.24e-01"	"2.31042"	"C05D10.4"	"hypothetical protein"
"177814_s_at"	"4.97e-01"	"1.24e-01"	"2.30982"	"T11B7.5"	"hypothetical protein"
"189157_at"	"4.97e-01"	"1.24e-01"	"2.30966"	"gfi-2"	"GEI-4 (Four) Interacting protein"
"172618_x_at"	"4.97e-01"	"1.24e-01"	"2.30917"	"his-28///his-50"	"Histone H4///Histone H4"
"188080_s_at"	"4.97e-01"	"1.24e-01"	"2.309"	"spd-5"	"Spindle-defective protein 5"
"180960_at"	"4.97e-01"	"1.24e-01"	"2.30883"	"C13C12.2"	"hypothetical protein"
"193854_s_at"	"4.97e-01"	"1.24e-01"	"2.30879"	"unc-29"	"Acetylcholine receptor subunit beta-type unc-29"
"171910_x_at"	"4.97e-01"	"1.24e-01"	"2.3087"	"aqp-2"	"AQuaPorin or aquaglyceroporin related"
"183183_s_at"	"4.97e-01"	"1.24e-01"	"2.30857"	"F33D4.4"	"Putative sphingolipid delta(4)-desaturase"
"188955_at"	"4.97e-01"	"1.24e-01"	"2.30818"	"srh-73"	"Serpentine Receptor, class H"
"189121_s_at"	"4.97e-01"	"1.24e-01"	"2.30793"	"F53F10.2"	"hypothetical protein"
"192477_at"	"4.97e-01"	"1.24e-01"	"2.30786"	"EEED8.10"	"Putative RNA-binding protein EEED8.10"
"187707_at"	"4.97e-01"	"1.24e-01"	"2.30765"	"F57C9.1"	"Putative pyridoxal kinase"
"189205_at"	"4.97e-01"	"1.24e-01"	"2.30756"	"klc-1"	"Kinesin Light Chain"
"177341_at"	"4.97e-01"	"1.24e-01"	"2.3075"	"math-37"	"MATH (meprin-associated Traf homology) domain containing"
"186583_at"	"4.97e-01"	"1.24e-01"	"2.30728"	"F43C11.11"	"hypothetical protein"
"187728_at"	"4.97e-01"	"1.24e-01"	"2.30717"	"tmem-107"	"TMEM (human TransMEMbrane protein) homolog"
"193798_s_at"	"4.97e-01"	"1.25e-01"	"2.30674"	"W09D10.1"	"hypothetical protein"
"190766_s_at"	"4.97e-01"	"1.25e-01"	"2.30667"	"nas-15"	"Zinc metalloproteinase nas-15"
"172132_x_at"	"4.97e-01"	"1.25e-01"	"2.30656"	"Y24D9A.7"	"hypothetical protein"
"184349_at"	"4.97e-01"	"1.25e-01"	"2.30628"	"H18N23.2"	"Protein phosphatase 1 regulatory subunit"
"178423_at"	"4.97e-01"	"1.25e-01"	"2.3062"	"srw-83"	"Serpentine Receptor, class W"
"183178_at"	"4.97e-01"	"1.25e-01"	"2.30616"	"T22E5.1"	"hypothetical protein"
"186547_at"	"4.97e-01"	"1.25e-01"	"2.3061"	"srh-206"	"Serpentine Receptor, class H"
"193221_s_at"	"4.97e-01"	"1.25e-01"	"2.30603"	"ocrl-1"	"OCRL (Lowe's oculocerebrorenal syndrome protein) homolog"
"174790_at"	"4.97e-01"	"1.25e-01"	"2.30577"	"ppm-1"	"Protein Phosphatase, Mg2+/Mn2+ dependent"
"179801_at"	"4.97e-01"	"1.25e-01"	"2.30528"	"T24C4.3"	"hypothetical protein"
"189579_at"	"4.97e-01"	"1.25e-01"	"2.30521"	"cye-1"	"G1/S-specific cyclin-E"
"189448_s_at"	"4.97e-01"	"1.25e-01"	"2.30509"	"cysl-4///F59A7.7"	"Cysteine synthase///hypothetical protein"
"193797_at"	"4.97e-01"	"1.25e-01"	"2.30476"	"clec-42"	"C-type LECtin"
"188362_at"	"4.97e-01"	"1.25e-01"	"2.30457"	"cyn-12"	"CYclophyliN"
"192591_s_at"	"4.97e-01"	"1.25e-01"	"2.30409"	"kel-1"	"KELch-repeat containing protein"
"191728_at"	"4.98e-01"	"1.25e-01"	"2.30182"	"mek-2"	"Dual specificity mitogen-activated protein kinase kinase mek-2"
"185147_at"	"4.98e-01"	"1.25e-01"	"2.30136"	"ncs-6"	"Neuronal Calcium Sensor family"
"184675_at"	"4.98e-01"	"1.25e-01"	"2.30109"	"F53E10.3"	"pseudo"
"184971_at"	"4.98e-01"	"1.25e-01"	"2.30102"	"C46E10.1"	"hypothetical protein"
"179222_at"	"4.98e-01"	"1.25e-01"	"2.30079"	"F19C6.4"	"hypothetical protein"
"180332_at"	"4.99e-01"	"1.25e-01"	"2.29932"	"col-137"	"COLlagen"
"179965_at"	"4.99e-01"	"1.25e-01"	"2.29898"	"F32D1.8"	"hypothetical protein"
"193278_at"	"5.00e-01"	"1.26e-01"	"2.29758"	"K05C4.9"	"hypothetical protein"
"183422_at"	"5.00e-01"	"1.26e-01"	"2.29709"	"ins-32"	"INSulin related"
"173356_s_at"	"5.00e-01"	"1.26e-01"	"2.29684"	"sec-23"	"yeast SEC homolog"
"182409_s_at"	"5.00e-01"	"1.26e-01"	"2.29665"	"vap-1"	"Venom-Allergen-like Protein"
"194101_at"	"5.00e-01"	"1.26e-01"	"2.2965"	"nhr-153"	"Nuclear hormone receptor family member nhr-153"
"187914_s_at"	"5.00e-01"	"1.26e-01"	"2.29565"	"soc-2"	"Leucine-rich repeat protein soc-2"
"191734_at"	"5.00e-01"	"1.26e-01"	"2.29509"	"srh-250"	"Serpentine Receptor, class H"
"192017_s_at"	"5.00e-01"	"1.26e-01"	"2.29493"	"ife-3"	"Eukaryotic translation initiation factor 4E-3"
"180816_at"	"5.00e-01"	"1.26e-01"	"2.29479"	"tag-80"	"Protein TAG-80"
"172133_x_at"	"5.00e-01"	"1.26e-01"	"2.29454"	"vit-4///vit-5"	"Vitellogenin-4///Vitellogenin-5"
"176960_at"	"5.00e-01"	"1.26e-01"	"2.29431"	"Y67D8C.4"	"Protein Y67D8C.4"
"173920_at"	"5.00e-01"	"1.26e-01"	"2.2942"	"B0303.3"	"hypothetical protein"
"184356_s_at"	"5.00e-01"	"1.26e-01"	"2.29387"	"drh-1"	"Dicer Related Helicase"
"185815_at"	"5.00e-01"	"1.26e-01"	"2.29362"	"gsto-3"	"Glutathione S-Transferase, Omega class"
"191785_at"	"5.00e-01"	"1.26e-01"	"2.29341"	"T20B6.1"	"Protein-tyrosine-phosphatase"
"189069_at"	"5.00e-01"	"1.26e-01"	"2.29333"	"C10C5.3"	"Aminoacylase-1"
"182402_at"	"5.00e-01"	"1.26e-01"	"2.29332"	"srbc-52"	"pseudo"
"183009_at"	"5.00e-01"	"1.26e-01"	"2.29286"	"Y38F1A.8"	"hypothetical protein"
"171997_x_at"	"5.00e-01"	"1.26e-01"	"2.29281"	"lev-11"	"Tropomyosin isoforms a/b/d/f"
"185898_at"	"5.00e-01"	"1.26e-01"	"2.29254"	"spp-10"	"SaPosin-like Protein family"
"185684_at"	"5.00e-01"	"1.26e-01"	"2.29239"	"K02E10.5"	"hypothetical protein"
"180696_s_at"	"5.00e-01"	"1.26e-01"	"2.29191"	"him-3"	"High Incidence of Males (increased X chromosome loss)"
"174974_s_at"	"5.00e-01"	"1.26e-01"	"2.29119"	"ain-2"	"ALG-1 INteracting protein"
"173119_s_at"	"5.00e-01"	"1.26e-01"	"2.29116"	"mig-1"	"hypothetical protein"
"175222_at"	"5.01e-01"	"1.26e-01"	"2.29052"	"K09F5.6"	"hypothetical protein"
"185423_at"	"5.01e-01"	"1.26e-01"	"2.28985"	"pqe-1"	"PolyQ (poly glutamine tract) toxicity Enhancer"
"185606_at"	"5.01e-01"	"1.26e-01"	"2.28975"	"Y19D10A.10///F56A4.11"	"pseudo///pseudo"
"172727_x_at"	"5.01e-01"	"1.27e-01"	"2.28857"	""	""
"179915_at"	"5.01e-01"	"1.27e-01"	"2.28823"	"fbxb-101"	"F-box B protein"
"192126_s_at"	"5.01e-01"	"1.27e-01"	"2.28782"	"toh-1"	"Zinc metalloproteinase nas-26"
"180240_at"	"5.02e-01"	"1.27e-01"	"2.28729"	"T23F4.2"	"hypothetical protein"
"177197_at"	"5.02e-01"	"1.27e-01"	"2.28655"	"sri-20"	"Serpentine Receptor, class I"
"178431_s_at"	"5.02e-01"	"1.27e-01"	"2.28627"	"T20D3.3"	"hypothetical protein"
"182168_at"	"5.02e-01"	"1.27e-01"	"2.28601"	"F21E9.6"	"hypothetical protein"
"191931_at"	"5.02e-01"	"1.27e-01"	"2.28587"	"ubc-16"	"UBiquitin Conjugating enzyme"
"184302_s_at"	"5.02e-01"	"1.27e-01"	"2.28566"	"Y73F8A.14///Y73F8A.12"	"hypothetical protein///hypothetical protein"
"175294_s_at"	"5.02e-01"	"1.27e-01"	"2.28476"	"T17H7.7"	"hypothetical protein"
"180205_at"	"5.02e-01"	"1.27e-01"	"2.28463"	"F57A10.2"	"Major sperm protein"
"181834_at"	"5.02e-01"	"1.27e-01"	"2.28445"	"B0205.1"	"hypothetical protein"
"179164_at"	"5.02e-01"	"1.27e-01"	"2.28382"	"swt-3"	"Sugar transporter SWEET"
"180381_at"	"5.03e-01"	"1.27e-01"	"2.2825"	"ZC404.1"	"hypothetical protein"
"186261_at"	"5.03e-01"	"1.27e-01"	"2.2823"	"Y71F9B.9"	"hypothetical protein"
"189882_at"	"5.03e-01"	"1.27e-01"	"2.28127"	"haf-9"	"HAlF transporter (PGP related)"
"187236_at"	"5.03e-01"	"1.27e-01"	"2.28105"	"Y116F11B.13"	"hypothetical protein"
"193192_at"	"5.04e-01"	"1.28e-01"	"2.2803"	"ifa-3"	"Intermediate filament protein ifa-3"
"185985_s_at"	"5.04e-01"	"1.28e-01"	"2.27965"	"F09E10.6"	"hypothetical protein"
"173869_at"	"5.04e-01"	"1.28e-01"	"2.27959"	"C18E9.7"	"hypothetical protein"
"183671_at"	"5.04e-01"	"1.28e-01"	"2.27913"	"F58F9.4"	"hypothetical protein"
"173947_at"	"5.04e-01"	"1.28e-01"	"2.279"	"F13H8.5"	"hypothetical protein"
"183830_at"	"5.04e-01"	"1.28e-01"	"2.27783"	"rnf-1"	"RiNg Finger protein"
"183937_s_at"	"5.04e-01"	"1.28e-01"	"2.27774"	"T21C12.3"	"hypothetical protein"
"176412_at"	"5.04e-01"	"1.28e-01"	"2.27736"	"Y71G12A.4"	"hypothetical protein"
"175727_s_at"	"5.04e-01"	"1.28e-01"	"2.27682"	"add-1"	"ADDucin"
"189469_at"	"5.04e-01"	"1.28e-01"	"2.27679"	"cpr-2"	"Cysteine PRotease related"
"193355_at"	"5.05e-01"	"1.28e-01"	"2.27614"	"T09E8.4"	"hypothetical protein"
"178006_at"	"5.05e-01"	"1.28e-01"	"2.276"	"F25D1.3"	"hypothetical protein"
"174936_s_at"	"5.05e-01"	"1.28e-01"	"2.27599"	"C17D12.5"	"hypothetical protein"
"193002_at"	"5.05e-01"	"1.28e-01"	"2.27569"	"wee-1.1"	"Membrane-associated tyrosine-and threonine-specific cdc2-inhibitory kinase wee-1.1"
"175159_at"	"5.05e-01"	"1.28e-01"	"2.2752"	"atln-1"	"ATLastiN (endoplasmic reticulum GTPase) related"
"174302_at"	"5.05e-01"	"1.28e-01"	"2.27428"	"F38E9.5"	"hypothetical protein"
"191081_at"	"5.05e-01"	"1.28e-01"	"2.27406"	"nhr-220"	"pseudo"
"171770_x_at"	"5.05e-01"	"1.28e-01"	"2.27364"	"col-93"	"COLlagen"
"185846_at"	"5.06e-01"	"1.28e-01"	"2.27262"	"unc-83"	"Nuclear migration protein unc-83"
"190331_s_at"	"5.06e-01"	"1.29e-01"	"2.27191"	"T05F1.11"	"hypothetical protein"
"174224_at"	"5.06e-01"	"1.29e-01"	"2.27178"	"sqd-1"	"homologous to Drosophila SQD (squid) protein"
"176000_at"	"5.06e-01"	"1.29e-01"	"2.27089"	"ztf-30"	"Zinc finger transcription factor family protein 30"
"179886_at"	"5.06e-01"	"1.29e-01"	"2.27076"	"unc-85"	"Probable histone chaperone asf-1"
"179669_at"	"5.06e-01"	"1.29e-01"	"2.27072"	"R08A2.5"	"hypothetical protein"
"182618_at"	"5.06e-01"	"1.29e-01"	"2.27038"	"F48B9.1"	"hypothetical protein"
"182561_at"	"5.06e-01"	"1.29e-01"	"2.27002"	"Y11D7A.9"	"hypothetical protein"
"184158_at"	"5.06e-01"	"1.29e-01"	"2.26902"	"tyr-4"	"TYRosinase"
"174676_at"	"5.06e-01"	"1.29e-01"	"2.26887"	"cct-5"	"Chaperonin Containing TCP-1"
"173969_s_at"	"5.07e-01"	"1.29e-01"	"2.26795"	"T08G11.4"	"hypothetical protein"
"187217_at"	"5.07e-01"	"1.29e-01"	"2.26737"	"mdt-9"	"MeDiaTor"
"189843_at"	"5.07e-01"	"1.29e-01"	"2.26736"	"dac-1"	"DAChsund transcription factor homolog"
"192958_at"	"5.07e-01"	"1.29e-01"	"2.26695"	"toe-4"	"Target Of ERK kinase MPK-1"
"190517_at"	"5.07e-01"	"1.29e-01"	"2.26682"	"ZK593.9"	"pseudo"
"181399_at"	"5.07e-01"	"1.29e-01"	"2.26638"	"lron-2"	"eLRR (extracellular Leucine-Rich Repeat) ONly"
"183190_at"	"5.07e-01"	"1.29e-01"	"2.26563"	"C54E4.5"	"hypothetical protein"
"178700_at"	"5.07e-01"	"1.29e-01"	"2.265"	"M151.1"	"hypothetical protein"
"194257_x_at"	"5.07e-01"	"1.29e-01"	"2.26466"	"lev-11"	"Tropomyosin isoforms a/b/d/f"
"178526_at"	"5.07e-01"	"1.29e-01"	"2.26458"	"T24F1.4"	"hypothetical protein"
"178661_at"	"5.07e-01"	"1.29e-01"	"2.26451"	"F14D7.1"	"hypothetical protein"
"184710_at"	"5.07e-01"	"1.29e-01"	"2.26436"	"Y9C9A.16"	"hypothetical protein"
"182462_at"	"5.07e-01"	"1.29e-01"	"2.2643"	"T05E7.3"	"hypothetical protein"
"191073_s_at"	"5.07e-01"	"1.29e-01"	"2.26403"	"pmk-2"	"Mitogen-activated protein kinase pmk-2"
"190543_at"	"5.07e-01"	"1.29e-01"	"2.26392"	"sptf-3"	"SP (Specificity Protein) Transcription Factor"
"187188_s_at"	"5.07e-01"	"1.30e-01"	"2.26378"	"exl-1"	"Chloride intracellular channel exl-1"
"184166_at"	"5.08e-01"	"1.30e-01"	"2.26339"	"F43C9.1"	"hypothetical protein"
"176343_at"	"5.08e-01"	"1.30e-01"	"2.26325"	"Y22D7AL.1"	"hypothetical protein"
"184679_at"	"5.08e-01"	"1.30e-01"	"2.26231"	"Y67A10A.7"	"hypothetical protein"
"192124_at"	"5.08e-01"	"1.30e-01"	"2.26165"	"T23F11.4"	"hypothetical protein"
"191249_at"	"5.08e-01"	"1.30e-01"	"2.26154"	"str-220"	"Seven TM Receptor"
"173330_s_at"	"5.08e-01"	"1.30e-01"	"2.26125"	"rpl-11.2"	"Ribosomal Protein, Large subunit"
"182108_at"	"5.08e-01"	"1.30e-01"	"2.26109"	"C16D9.1"	"hypothetical protein"
"175712_s_at"	"5.08e-01"	"1.30e-01"	"2.26057"	"egl-5"	"Homeobox protein egl-5"
"180505_at"	"5.08e-01"	"1.30e-01"	"2.26029"	"pqn-32"	"Prion-like-(Q/N-rich)-domain-bearing protein"
"173553_s_at"	"5.08e-01"	"1.30e-01"	"2.26026"	"che-11"	"hypothetical protein"
"187174_at"	"5.08e-01"	"1.30e-01"	"2.26024"	"C33H5.2"	"Glycosyltransferase family 92 protein C33H5.2"
"172170_at"	"5.08e-01"	"1.30e-01"	"2.25982"	""	""
"188711_at"	"5.08e-01"	"1.30e-01"	"2.25919"	"pxn-1"	"Peroxidasin homolog"
"186647_at"	"5.09e-01"	"1.30e-01"	"2.25881"	""	""
"184858_at"	"5.09e-01"	"1.30e-01"	"2.25841"	"Y75B8A.18"	"hypothetical protein"
"175715_s_at"	"5.09e-01"	"1.30e-01"	"2.25772"	"glt-1"	"Excitatory amino acid transporter"
"174677_s_at"	"5.09e-01"	"1.30e-01"	"2.25649"	"fln-2"	"FiLamiN (actin binding protein) homolog"
"189435_at"	"5.09e-01"	"1.30e-01"	"2.25642"	"srg-24"	"Serpentine receptor class gamma"
"188998_s_at"	"5.09e-01"	"1.30e-01"	"2.25635"	"pgp-5"	"P-GlycoProtein related"
"172898_x_at"	"5.09e-01"	"1.30e-01"	"2.25631"	"EEED8.12"	"Putative RNA-binding protein EEED8.12"
"174016_at"	"5.09e-01"	"1.30e-01"	"2.2559"	""	""
"190022_at"	"5.09e-01"	"1.30e-01"	"2.25588"	"nhr-256"	"Nuclear Hormone Receptor family"
"182786_s_at"	"5.09e-01"	"1.30e-01"	"2.25564"	"fbxb-54"	"F-box B protein"
"179861_at"	"5.09e-01"	"1.31e-01"	"2.25485"	"Y47D3B.1"	"hypothetical protein"
"193439_at"	"5.09e-01"	"1.31e-01"	"2.25465"	"Y70D2A.1"	"hypothetical protein"
"176503_at"	"5.09e-01"	"1.31e-01"	"2.25457"	"nhr-239"	"Nuclear Hormone Receptor family"
"193066_s_at"	"5.10e-01"	"1.31e-01"	"2.2542"	"gcy-11"	"Receptor-type guanylate cyclase gcy-11"
"189135_at"	"5.10e-01"	"1.31e-01"	"2.25403"	"srh-99"	"Serpentine Receptor, class H"
"176239_s_at"	"5.10e-01"	"1.31e-01"	"2.2538"	"mrpl-19"	"Probable 39S ribosomal protein L19, mitochondrial"
"194130_s_at"	"5.10e-01"	"1.31e-01"	"2.2533"	"nhr-23"	"Nuclear hormone receptor family member nhr-23"
"188192_at"	"5.10e-01"	"1.31e-01"	"2.25311"	"ptr-15"	"PaTched Related family"
"176288_at"	"5.10e-01"	"1.31e-01"	"2.25294"	"glb-30"	"GLoBin related"
"182047_at"	"5.10e-01"	"1.31e-01"	"2.25282"	"kbp-3"	"Kinetochore-binding protein 3"
"190241_at"	"5.10e-01"	"1.31e-01"	"2.25278"	"rbx-2"	"yeast RBX (ring finger protein) homolog"
"190779_s_at"	"5.10e-01"	"1.31e-01"	"2.2527"	"leo-1"	"RNA polymerase-associated protein LEO1"
"176377_at"	"5.10e-01"	"1.31e-01"	"2.25184"	"Y22D7AL.3"	"hypothetical protein"
"183258_at"	"5.10e-01"	"1.31e-01"	"2.25141"	"F38B6.2"	"hypothetical protein"
"191233_at"	"5.10e-01"	"1.31e-01"	"2.25102"	"stn-2"	"SynTrophiN"
"190111_s_at"	"5.10e-01"	"1.31e-01"	"2.25074"	"bgal-2"	"Beta GALactosidase homolog"
